comments,description,duration,event,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,url,views
274,"Astronomer Dimitar Sasselov and his colleagues search for Earth-like planets that may, someday, help us answer centuries-old questions about the origin and existence of biological life elsewhere (and on Earth). Preliminary results show that they have found 706 ""candidates"" -- some of which further research may prove to be planets with Earth-like geochemical characteristics. NOTE: This talk was given in 2010, and this field of science has developed quickly since then. Read ""Criticisms & updates"" below for more details.",1110,TEDGlobal 2010,27,Dimitar Sasselov,Dimitar Sasselov: How we found hundreds of potential Earth-like planets,1,1279703400,Astronomer,"['Planets', 'astrobiology', 'astronomy', 'biology', 'extraterrestrial life', 'life', 'technology', 'telescopes', 'universe']",How we found hundreds of potential Earth-like planets,"https://www.ted.com/talks/dimitar_sasselov_how_we_found_hundreds_of_potential_earth_like_planets",1123482
581,"Tan Le's astonishing new computer interface reads its user's brainwaves, making it possible to control virtual objects, and even physical electronics, with mere thoughts (and a little concentration). She demos the headset, and talks about its far-reaching applications.",636,TEDGlobal 2010,34,Tan Le,Tan Le: A headset that reads your brainwaves,1,1279715760,Entrepreneur,"['brain', 'computers', 'design', 'entertainment', 'interface design', 'mind', 'technology']",A headset that reads your brainwaves,"https://www.ted.com/talks/tan_le_a_headset_that_reads_your_brainwaves",2468906
113,"Arthritis and injury grind down millions of joints, but few get the best remedy -- real biological tissue. Kevin Stone shows a treatment that could sidestep the high costs and donor shortfall of human-to-human transplants with a novel use of animal tissue.",411,TED2010,28,Kevin Stone,Kevin Stone: The bio-future of joint replacement,1,1279809840,"Surgeon, inventor","['biology', 'design', 'future', 'medicine', 'technology']",The bio-future of joint replacement,"https://www.ted.com/talks/kevin_stone_the_bio_future_of_joint_replacement",486269
959,"Sheena Iyengar studies how we make choices -- and how we feel about the choices we make. At TEDGlobal, she talks about both trivial choices (Coke v. Pepsi) and profound ones, and shares her groundbreaking research that has uncovered some surprising attitudes about our decisions.",1448,TEDGlobal 2010,37,Sheena Iyengar,Sheena Iyengar: The art of choosing,1,1280133360,Psycho-economist,"['business', 'choice', 'culture', 'decision-making', 'economics', 'psychology', 'social change', 'society']",The art of choosing,"https://www.ted.com/talks/sheena_iyengar_on_the_art_of_choosing",3087856
123,"Break down the oil slick, keep it off the shores: that's grounds for pumping toxic dispersant into the Gulf, say clean-up overseers. Susan Shaw shows evidence it's sparing some beaches only at devastating cost to the health of the deep sea.",1002,TEDxOilSpill,17,Susan Shaw,Susan Shaw: The oil spill's toxic trade-off,1,1280221320,Marine toxicologist,"['TEDx', 'business', 'chemistry', 'disaster relief', 'environment', 'fish', 'oceans', 'oil', 'science']",The oil spill's toxic trade-off,"https://www.ted.com/talks/susan_shaw_the_oil_spill_s_toxic_trade_off",220099
218,"In this Princeton University graduation address, Amazon founder Jeff Bezos makes the case that our character is reflected not in the gifts we're endowed with at birth, but by the choices we make over the course of a lifetime.",1124,Princeton University,0,Jeff Bezos,Jeff Bezos: What matters more than your talents,1,1280234580,Online commerce pioneer,"['TED Brain Trust', 'business', 'creativity', 'intelligence', 'self']",What matters more than your talents,"https://www.ted.com/talks/jeff_bezos_gifts_vs_choices",659664
58,Oceanographer John Delaney is leading the team that is building an underwater network of high-def cameras and sensors that will turn our ocean into a global interactive lab -- sparking an explosion of rich data about the world below.,1250,Mission Blue Voyage,19,John Delaney,John Delaney: Wiring an interactive ocean,1,1280309580,Oceanographer,"['mission blue', 'oceans', 'poetry', 'science', 'technology']",Wiring an interactive ocean,"https://www.ted.com/talks/john_delaney_wiring_an_interactive_ocean",332099
613,"Laurie Santos looks for the roots of human irrationality by watching the way our primate relatives make decisions. A clever series of experiments in ""monkeynomics"" shows that some of the silly choices we make, monkeys make too.",1185,TEDGlobal 2010,28,Laurie Santos,Laurie Santos: A monkey economy as irrational as ours,1,1280393220,Cognitive psychologist,"['brain', 'business', 'design', 'economics', 'money', 'monkeys', 'psychology', 'science']",A monkey economy as irrational as ours,"https://www.ted.com/talks/laurie_santos",1236817
173,"After he swam the North Pole, Lewis Pugh vowed never to take another cold-water dip. Then he heard of Lake Imja in the Himalayas, created by recent glacial melting, and Lake Pumori, a body of water at an altitude of 5300 m on Everest -- and so began a journey that would teach him a radical new way to approach swimming and think about climate change.",585,TEDGlobal 2010,31,Lewis Pugh,Lewis Pugh: My mind-shifting Everest swim,1,1280480100,Coldwater swimmer,"['activism', 'adventure', 'climate change', 'global issues', 'science', 'sports']",My mind-shifting Everest swim,"https://www.ted.com/talks/lewis_pugh_s_mind_shifting_mt_everest_swim",1029186
169,"Convince just 100 key companies to go sustainable, and WWF's Jason Clay says global markets will shift to protect the planet our consumption has already outgrown. Hear how his extraordinary roundtables are getting big brand rivals to agree on green practices first -- before their products duke it out on store shelves.",1169,TEDGlobal 2010,23,Jason Clay,Jason Clay: How big brands can help save biodiversity,1,1281948180,Market transformer,"['business', 'environment', 'green', 'sustainability']",How big brands can help save biodiversity,"https://www.ted.com/talks/jason_clay_how_big_brands_can_save_biodiversity",431548
538,"Sheryl WuDunn's book ""Half the Sky"" investigates the oppression of women globally. Her stories shock. Only when women in developing countries have equal access to education and economic opportunity will we be using all our human resources.",1102,TEDGlobal 2010,30,Sheryl WuDunn,Sheryl WuDunn: Our century's greatest injustice,1,1282038540,"Author, journalist","['Slavery', 'economics', 'education', 'feminism', 'global development', 'poverty', 'trafficking', 'women']",Our century's greatest injustice,"https://www.ted.com/talks/sheryl_wudunn_our_century_s_greatest_injustice",1049847
649,"Hours before New York lawmakers rejected a key marriage equality bill (38-24), State Senator Diane J. Savino made the passionate case for a government that recognizes and administers same-sex marriages. Here's her fresh, thought-provoking perspective on one of the most contentious issues in US culture, religion and government.",453,New York State Senate,0,Diane J. Savino,Diane J. Savino: The case for same-sex marriage,1,1282062180,Senator,"['God', 'LGBT', 'culture', 'government', 'law', 'love', 'religion', 'sex']",The case for same-sex marriage,"https://www.ted.com/talks/diane_j_savino_the_case_for_same_sex_marriage",292395
207,"Peter Molyneux demos Milo, a hotly anticipated video game for Microsoft's Kinect controller. Perceptive and impressionable like a real 11-year-old, the virtual boy watches, listens and learns -- recognizing and responding to you.",655,TEDGlobal 2010,24,Peter Molyneux,"Peter Molyneux: Meet Milo, the virtual boy",1,1282119180,Game changer,"['AI', 'children', 'computers', 'design', 'gaming', 'psychology', 'technology']","Meet Milo, the virtual boy","https://www.ted.com/talks/peter_molyneux_demos_milo_the_virtual_boy",734490
99,"Jamil Abu-Wardeh jump-started the comedy scene in the Arab world by founding the Axis of Evil Middle East Comedy Tour, which brings standup comedians to laughing audiences all over the region. He's found that, by respecting the ""three B's"" (blue material, beliefs and ""bolitics""), the Axis of Evil comics find plenty of cross-border laughs.",539,TEDGlobal 2010,25,Jamil Abu-Wardeh,Jamil Abu-Wardeh: The Axis of Evil Middle East Comedy Tour,1,1282206180,Producer,"['comedy', 'entertainment', 'humor']",The Axis of Evil Middle East Comedy Tour,"https://www.ted.com/talks/jamil_abu_wardeh_bringing_comedy_to_the_axis_of_evil",799855
287,"A founding member of the Axis of Evil Comedy Tour, standup comic Maz Jobrani riffs on the challenges and conflicts of being Iranian-American -- ""like, part of me thinks I should have a nuclear program; the other part thinks I can't be trusted ...""",554,TEDGlobal 2010,34,Maz Jobrani,Maz Jobrani: Did you hear the one about the Iranian-American?,1,1282206540,Comedian,"['Iran', 'Middle East', 'comedy', 'entertainment', 'humor', 'politics']",Did you hear the one about the Iranian-American?,"https://www.ted.com/talks/maz_jobrani_make_jokes_not_bombs",4646183
295,"In this far-seeing talk, Seth Priebatsch shows how game dynamics are reshaping the world -- from a classroom where students ""level up"" instead of being graded ,to a pervasive game called ""happy hour"" that you may already be playing. Get ready to meet the ""game layer,"" a pervasive net of behavior-steering game dynamics that will reshape education and commerce.",722,TEDxBoston 2010,27,Seth Priebatsch,Seth Priebatsch: The game layer on top of the world,1,1282293780,Entrepreneur,"['TEDx', 'business', 'entertainment', 'entrepreneur', 'gaming', 'money', 'psychology']",The game layer on top of the world,"https://www.ted.com/talks/seth_priebatsch_the_game_layer_on_top_of_the_world",816019
285,"David McCandless turns complex data sets (like worldwide military spending, media buzz, Facebook status updates) into beautiful, simple diagrams that tease out unseen patterns and connections. Good design, he suggests, is the best way to navigate information glut -- and it may just change the way we see the world.",1076,TEDGlobal 2010,31,David McCandless,David McCandless: The beauty of data visualization,1,1282554120,Data journalist,"['complexity', 'computers', 'data', 'design', 'visualizations']",The beauty of data visualization,"https://www.ted.com/talks/david_mccandless_the_beauty_of_data_visualization",2581998
236,"Science columnist Lee Hotz describes a remarkable project at WAIS Divide, Antarctica, where a hardy team are drilling into ten-thousand-year-old ice to extract vital data on our changing climate.",585,TEDGlobal 2010,27,Lee Hotz,Lee Hotz: Inside an Antarctic time machine,1,1282639500,Journalist,"['climate change', 'news', 'science']",Inside an Antarctic time machine,"https://www.ted.com/talks/lee_hotz_inside_an_antarctic_time_machine",592082
404,"In this talk from RSA Animate, bestselling author Jeremy Rifkin investigates the evolution of empathy and the profound ways it has shaped human development and society.",639,RSA Animate,0,Jeremy Rifkin,Jeremy Rifkin: The empathic civilization,1,1282647660,"Writer, thinker","['brain', 'economics', 'evolution', 'mind', 'psychology', 'science']",The empathic civilization,"https://www.ted.com/talks/jeremy_rifkin_on_the_empathic_civilization",544047
66,"Cartoonist Jim Toomey created the comic strip Sherman's Lagoon, a wry look at underwater life starring Sherman the talking shark. As he sketches some of his favorite sea creatures live onstage, Toomey shares his love of the ocean and the stories it can tell.",855,Mission Blue Voyage,22,Jim Toomey,Jim Toomey: Learning from Sherman the shark,1,1282727040,Cartoonist,"['animals', 'art', 'comedy', 'entertainment', 'humor', 'oceans', 'science']",Learning from Sherman the shark,"https://www.ted.com/talks/jim_toomey_learning_from_sherman_the_shark",479113
175,"Speaking one month after the massive Gulf of Mexico oil spill, Lisa Margonelli shows how drilling moratoriums and executive ousters make for good theater, but distract us from the issue at heart: our unrestrained oil consumption. She shares her bold plan to wean America off oil -- by confronting consumers with its real cost.",1034,TEDxOilSpill,24,Lisa Margonelli,Lisa Margonelli: The political chemistry of oil,1,1282812600,Writer,"['TEDx', 'disaster relief', 'energy', 'environment', 'green', 'oil', 'sustainability']",The political chemistry of oil,"https://www.ted.com/talks/lisa_margonelli_the_political_chemistry_of_oil",452632
137,"Physics and marketing don't seem to have much in common, but Dan Cobley is passionate about both. He brings these unlikely bedfellows together using Newton's second law, Heisenberg's uncertainty principle, the scientific method and the second law of thermodynamics to explain the fundamental theories of branding.",458,TEDGlobal 2010,37,Dan Cobley,Dan Cobley: What physics taught me about marketing,1,1282902540,Online marketing whiz,"['business', 'marketing', 'math', 'physics']",What physics taught me about marketing,"https://www.ted.com/talks/dan_cobley_what_physics_taught_me_about_marketing",1373377
396,"Statistician Nic Marks asks why we measure a nation's success by its productivity -- instead of by the happiness and well-being of its people. He introduces the Happy Planet Index, which tracks national well-being against resource use (because a happy life doesn't have to cost the earth). Which countries rank highest in the HPI? You might be surprised.",1009,TEDGlobal 2010,36,Nic Marks,Nic Marks: The Happy Planet Index,1,1283130000,Happiness researcher,"['big problems', 'culture', 'data', 'economics', 'global issues', 'happiness', 'statistics']",The Happy Planet Index,"https://www.ted.com/talks/nic_marks_the_happy_planet_index",1597719
568,"Human growth has strained the Earth's resources, but as Johan Rockstrom reminds us, our advances also give us the science to recognize this and change behavior. His research has found nine ""planetary boundaries"" that can guide us in protecting our planet's many overlapping ecosystems.",1090,TEDGlobal 2010,25,Johan Rockstrom,Johan Rockstrom: Let the environment guide our development,1,1283244120,Sustainability expert,"['Anthropocene', 'agriculture', 'cities', 'climate change', 'environment', 'global issues']",Let the environment guide our development,"https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development",924806
215,"His Holiness the Karmapa talks about how he was discovered to be the reincarnation of a revered figure in Tibetan Buddhism. In telling his story, he urges us to work on not just technology and design, but the technology and design of the heart. He is translated onstage by Tyler Dewar.",1523,TEDIndia 2009,29,His Holiness the Karmapa,His Holiness the Karmapa: The technology of the heart,1,1283330880,Spiritual leader,"['brain', 'culture', 'happiness', 'religion', 'society']",The technology of the heart,"https://www.ted.com/talks/his_holiness_the_karmapa_the_technology_of_the_heart",800001
582,"After hitting on a brilliant new life plan, our first instinct is to tell someone, but Derek Sivers says it's better to keep goals secret. He presents research stretching as far back as the 1920s to show why people who talk about their ambitions may be less likely to achieve them.",195,TEDGlobal 2010,58,Derek Sivers,Derek Sivers: Keep your goals to yourself,1,1283417220,Entrepreneur,"['goal-setting', 'motivation', 'personal growth', 'psychology', 'self', 'storytelling', 'success']",Keep your goals to yourself,"https://www.ted.com/talks/derek_sivers_keep_your_goals_to_yourself",4657799
175,"Rachel Sussman shows photographs of the world's oldest continuously living organisms -- from 2,000-year-old brain coral off Tobago's coast to an ""underground forest"" in South Africa that has lived since before the dawn of agriculture.",848,TEDGlobal 2010,28,Rachel Sussman,Rachel Sussman: The world's oldest living things,1,1283503920,"Artist, photographer","['biodiversity', 'biology', 'environment', 'life', 'nature', 'photography', 'trees']",The world's oldest living things,"https://www.ted.com/talks/rachel_sussman_the_world_s_oldest_living_things",1424250
626,"Education scientist Sugata Mitra tackles one of the greatest problems of education -- the best teachers and schools don't exist where they're needed most. In a series of real-life experiments from New Delhi to South Africa to Italy, he gave kids self-supervised access to the web and saw results that could revolutionize how we think about teaching.",1033,TEDGlobal 2010,43,Sugata Mitra,Sugata Mitra: The child-driven education,1,1283850660,Education researcher,"['children', 'education', 'global development', 'global issues', 'technology', 'web']",The child-driven education,"https://www.ted.com/talks/sugata_mitra_the_child_driven_education",2528934
70,"Alwar Balasubramaniam's sculpture plays with time, shape, shadow, perspective: four tricky sensations that can reveal -- or conceal -- what's really out there. At TEDIndia, the artist shows slides of his extraordinary installations.",1011,TEDIndia 2009,22,Alwar Balasubramaniam,Alwar Balasubramaniam: Art of substance and absence,1,1283935080,Artist,"['art', 'design', 'entertainment', 'visualizations']",Art of substance and absence,"https://www.ted.com/talks/alwar_balasubramaniam_sculpture_of_substance_and_absence",427590
90,"After 15 years in the British diplomatic corps, Carne Ross became a ""freelance diplomat,"" running a bold nonprofit that gives small, developing and yet-unrecognized nations a voice in international relations. At the BIF-5 conference, he calls for a new kind of diplomacy that gives voice to small countries, that works with changing boundaries and that welcomes innovation.",1238,Business Innovation Factory,26,Carne Ross,Carne Ross: An independent diplomat,1,1284022500,Diplomat,"['global issues', 'innovation', 'iraq', 'politics', 'state-building']",An independent diplomat,"https://www.ted.com/talks/carne_ross_an_independent_diplomat",343532
97,"How can the magic of live theater, live music, live dance compete with the always-on Internet? Ben Cameron offers a bold look forward to a world where live arts matter more than ever -- to link humans together at a primal level of shared experience.",764,TEDxYYC,27,Ben Cameron,Ben Cameron: Why the live arts matter,1,1284107880,Arts administrator,"['TEDx', 'education', 'entertainment', 'music', 'performance', 'performance art', 'theater']",Why the live arts matter,"https://www.ted.com/talks/ben_cameron_tedxyyc",497710
237,"Why are so many things broken? In a hilarious talk from the 2006 Gel conference, Seth Godin gives a tour of things poorly designed, the 7 reasons why they are that way, and how to fix them.",1214,Gel Conference,0,Seth Godin,Seth Godin: This is broken,1,1284138120,Marketer and author,"['TED Brain Trust', 'advertising', 'business', 'design', 'marketing']",This is broken,"https://www.ted.com/talks/seth_godin_this_is_broken_1",955329
331,"Rob Dunbar hunts for data on our climate from 12,000 years ago, finding clues inside ancient seabeds and corals and inside ice sheets. His work is vital in setting baselines for fixing our current climate -- and in tracking the rise of deadly ocean acidification.",1094,Mission Blue Voyage,23,Rob Dunbar,Rob Dunbar: Discovering ancient climates in oceans and ice,1,1284366360,"Oceanographer, biogeochemist","['mission blue', 'oceans', 'science', 'technology']",Discovering ancient climates in oceans and ice,"https://www.ted.com/talks/rob_dunbar",547649
484,"TED's Chris Anderson says the rise of web video is driving a worldwide phenomenon he calls Crowd Accelerated Innovation -- a self-fueling cycle of learning that could be as significant as the invention of print. But to tap into its power, organizations will need to embrace radical openness. And for TED, it means the dawn of a whole new chapter ...",1133,TEDGlobal 2010,31,Chris Anderson,Chris Anderson: How web video powers global innovation,1,1284450120,TED Curator,"['business', 'education', 'global issues', 'innovation', 'online video', 'science', 'technology', 'web']",How web video powers global innovation,"https://www.ted.com/talks/chris_anderson_how_web_video_powers_global_innovation",1306536
241,"In today's world, balancing school, work, kids and more, most of us can only hope for the recommended eight hours of sleep. Examining the science behind our body's internal clock, Jessa Gamble reveals the surprising and substantial program of rest we should be observing.",241,TEDGlobal 2010,39,Jessa Gamble,Jessa Gamble: Our natural sleep cycle is nothing like what we do now,1,1284541440,Writer,"['evolution', 'humanity', 'personal growth', 'science', 'self']",Our natural sleep cycle is nothing like what we do now,"https://www.ted.com/talks/jessa_gamble_how_to_sleep",2244295
125,"After mapping humans' intricate social networks, Nicholas Christakis and colleague James Fowler began investigating how this information could better our lives. Now, he reveals his hot-off-the-press findings: These networks can be used to detect epidemics earlier than ever, from the spread of innovative ideas to risky behaviors to viruses (like H1N1).",1074,TED@Cannes,28,Nicholas Christakis,Nicholas Christakis: How social networks predict epidemics,1,1284627300,"Physician, social scientist","['friendship', 'health', 'humanity', 'medicine', 'meme', 'science', 'society']",How social networks predict epidemics,"https://www.ted.com/talks/nicholas_christakis_how_social_networks_predict_epidemics",568761
60,"Caroline Phillips cranks out tunes on a seldom-heard folk instrument: the hurdy-gurdy, a.k.a. the wheel fiddle. A searching, Basque melody follows her fun lesson on its unique anatomy and 1,000-year history.",341,TEDGlobal 2010,33,Caroline Phillips,Caroline Phillips: Hurdy-gurdy for beginners,1,1284712140,Musician,"['culture', 'history', 'music', 'performance', 'singer', 'technology']",Hurdy-gurdy for beginners,"https://www.ted.com/talks/caroline_phillips_hurdy_gurdy_for_beginners",649740
209,"Christien Meindertsma, author of ""Pig 05049"" looks at the astonishing afterlife of the ordinary pig, parts of which make their way into at least 185 non-pork products, from bullets to artificial hearts.",534,TEDGlobal 2010,30,Christien Meindertsma,Christien Meindertsma: How pig parts make the world turn,1,1284972180,Artist,"['books', 'business', 'consumerism', 'design', 'engineering', 'food', 'medicine', 'product design']",How pig parts make the world turn,"https://www.ted.com/talks/christien_meindertsma_on_pig_05049",1157394
359,"People often credit their ideas to individual ""Eureka!"" moments. But Steven Johnson shows how history tells a different story. His fascinating tour takes us from the ""liquid networks"" of London's coffee houses to Charles Darwin's long, slow hunch to today's high-velocity web.",1065,TEDGlobal 2010,33,Steven Johnson,Steven Johnson: Where good ideas come from,1,1285059000,Writer,"['collaboration', 'innovation', 'novel', 'science', 'technology']",Where good ideas come from,"https://www.ted.com/talks/steven_johnson_where_good_ideas_come_from",3951683
40,"In sub-Saharan Africa, HIV infections are more prevalent and doctors scarcer than anywhere else in the world. With a lack of medical professionals, Mitchell Besser enlisted the help of his patients to create mothers2mothers -- an extraordinary network of HIV-positive women whose support for each other is changing and saving lives.",1110,TEDGlobal 2010,21,Mitchell Besser,Mitchell Besser: Mothers helping mothers fight HIV,1,1285145640,HIV/AIDS fighter,"['AIDS', 'Africa', 'community', 'health', 'health care', 'women']",Mothers helping mothers fight HIV,"https://www.ted.com/talks/mitchell_besser_mothers_helping_mothers_fight_hiv",235221
105,"For the last eight years, pop singer Annie Lennox has devoted the majority of her time to her SING campaign, raising awareness and money to combat HIV/AIDS. She shares the experiences that have inspired her, from working with Nelson Mandela to meeting a little African girl in a desperate situation.",556,TEDGlobal 2010,32,Annie Lennox,Annie Lennox: Why I am an HIV/AIDS activist,1,1285146180,"Activist, singer-songwriter","['AIDS', 'Africa', 'activism', 'health', 'personal growth']",Why I am an HIV/AIDS activist,"https://www.ted.com/talks/annie_lennox_why_i_am_an_hiv_aids_activist",484254
159,"In this short, amazing demo, Fabian Hemmert imagines one future of the mobile phone -- a shape-shifting and weight-shifting handset that ""displays"" information nonvisually. It's a delightfully intuitive way to communicate.",255,TEDxBerlin,35,Fabian Hemmert,Fabian Hemmert: The shape-shifting future of the mobile phone,1,1285231620,Designer,"['TEDx', 'communication', 'culture', 'design', 'interface design', 'telecom']",The shape-shifting future of the mobile phone,"https://www.ted.com/talks/fabian_hemmert_the_shape_shifting_future_of_the_mobile_phone",875821
229,Julian Treasure says our increasingly noisy world is gnawing away at our mental health -- even costing lives. He lays out an 8-step plan to soften this sonic assault (starting with those cheap earbuds) and restore our relationship with sound.,434,TEDGlobal 2010,35,Julian Treasure,Julian Treasure: Shh! Sound health in 8 steps,1,1285250100,Sound consultant,"['Senses', 'design', 'music', 'nature', 'psychology', 'science', 'sound']",Shh! Sound health in 8 steps,"https://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps",1147609
40,"Birds, a perennial human fascination, entertained medieval homes long before science took them for serious study. ""Wisdom of Birds"" author Tim Birkhead tours some intriguing birdwatcher lore (dug up in old field journals) -- and talks about the role it plays in ornithology today.",1690,The Do Lectures,0,Tim Birkhead,Tim Birkhead: The early birdwatchers,1,1285488000,Ornithologist,"['biology', 'birds', 'evolution', 'life']",The early birdwatchers,"https://www.ted.com/talks/tim_birkhead_the_wisdom_of_birds",112321
141,"At TED@Cannes, Gary Wolf gives a 5-min intro to an intriguing new pastime: using mobile apps and always-on gadgets to track and analyze your body, mood, diet, spending -- just about everything in daily life you can measure -- in gloriously geeky detail.",310,TED@Cannes,33,Gary Wolf,Gary Wolf: The quantified self,1,1285576380,Journalist,"['decision-making', 'design', 'health', 'medicine', 'psychology', 'statistics', 'technology']",The quantified self,"https://www.ted.com/talks/gary_wolf_the_quantified_self",865560
411,"Sebastian Seung is mapping a massively ambitious new model of the brain that focuses on the connections between each neuron. He calls it our ""connectome,"" and it's as individual as our genome -- and understanding it could open a new way to understand our brains and our minds.",1165,TEDGlobal 2010,28,Sebastian Seung,Sebastian Seung: I am my connectome,1,1285663500,Computational neuroscientist,"['brain', 'mind', 'science', 'technology']",I am my connectome,"https://www.ted.com/talks/sebastian_seung",942928
68,"When Jungian analyst Inge Missmahl visited Afghanistan, she saw the inner wounds of war -- widespread despair, trauma and depression. And yet, in this county of 30 million people, there were only two dozen psychiatrists. Missmahl talks about her work helping to build the country's system of psychosocial counseling, promoting both individual and, perhaps, national healing.",641,TEDGlobal 2010,26,Inge Missmahl,Inge Missmahl: Bringing peace to the minds of Afghanistan,1,1285748640,Analytical psychologist,"['PTSD', 'brain', 'depression', 'global issues', 'mental health', 'peace', 'poverty', 'psychology', 'violence', 'war']",Bringing peace to the minds of Afghanistan,"https://www.ted.com/talks/inge_missmahl_brings_peace_to_the_minds_of_afghanistan",343349
233,"Thailand's ""Mr. Condom,"" Mechai Viravaidya, retells the country's bold plan to raise its standard of living, starting in the 1970s. First step: population control. And that means a lot of frank, funny -- and very effective -- talk about condoms.",830,TEDxChange,31,Mechai Viravaidya,Mechai Viravaidya: How Mr. Condom made Thailand a better place for life and love,1,1285836660,Public health expert,"['TEDx', 'culture', 'global issues', 'health', 'population', 'science']",How Mr. Condom made Thailand a better place for life and love,"https://www.ted.com/talks/mechai_viravaidya_how_mr_condom_made_thailand_a_better_place",1059098
266,"Product designer Eben Bayer reveals his recipe for a new, fungus-based packaging material that protects fragile stuff like furniture, plasma screens -- and the environment.",545,TEDGlobal 2010,29,Eben Bayer,Eben Bayer: Are mushrooms the new plastic?,1,1286182800,Green designer,"['Anthropocene', 'environment', 'green', 'manufacturing', 'nature', 'plastic', 'product design', 'technology']",Are mushrooms the new plastic?,"https://www.ted.com/talks/eben_bayer_are_mushrooms_the_new_plastic",1097901
364,"As the world faces recession, climate change, inequity and more, Tim Jackson delivers a piercing challenge to established economic principles, explaining how we might stop feeding the crises and start investing in our future.",1223,TEDGlobal 2010,28,Tim Jackson,Tim Jackson: An economic reality check,1,1286270340,Economist,"['economics', 'global development', 'green', 'poverty', 'sustainability']",An economic reality check,"https://www.ted.com/talks/tim_jackson_s_economic_reality_check",899942
35,"Tuna are ocean athletes -- fast, far-ranging predators whose habits we're just beginning to understand. Marine biologist Barbara Block fits tuna with tracking tags (complete with transponders) that record unprecedented amounts of data about these gorgeous, threatened fish and the ocean habitats they move through.",1206,Mission Blue Voyage,21,Barbara Block,Barbara Block: Tagging tuna in the deep ocean,1,1286355180,Marine biologist,"['mission blue', 'oceans', 'science', 'technology']",Tagging tuna in the deep ocean,"https://www.ted.com/talks/barbara_block_tagging_tuna_in_the_deep_ocean",334820
342,"Hans Rosling reframes 10 years of UN data with his spectacular visuals, lighting up an astonishing -- and under-reported -- piece of front-page good news: We're winning the war against child death. Along the way, he debunks one flawed approach to stats that blots out such vital stories.",934,TEDxChange,33,Hans Rosling,Hans Rosling: The good news of the decade? We're winning the war against child mortality,1,1286442720,Global health expert; data visionary,"['Africa', 'TEDx', 'data', 'global development', 'health', 'inequality', 'statistics']",The good news of the decade? We're winning the war against child mortality,"https://www.ted.com/talks/hans_rosling_the_good_news_of_the_decade",738895
505,"Stacey Kramer offers a moving, personal, 3-minute parable that shows how an unwanted experience -- frightening, traumatic, costly -- can turn out to be a priceless gift.",197,TED2010,55,Stacey Kramer,Stacey Kramer: The best gift I ever survived,1,1286527740,Brand strategist,"['cancer', 'medicine', 'personal growth', 'storytelling']",The best gift I ever survived,"https://www.ted.com/talks/stacey_kramer_the_best_gift_i_ever_survived",3450119
954,"Plants behave in some oddly intelligent ways: fighting predators, maximizing food opportunities ... But can we think of them as actually having a form of intelligence of their own? Italian botanist Stefano Mancuso presents intriguing evidence.",830,TEDGlobal 2010,30,Stefano Mancuso,Stefano Mancuso: The roots of plant intelligence,1,1286787300,Plant neurobiologist,"['biology', 'botany', 'collaboration', 'plants', 'science']",The roots of plant intelligence,"https://www.ted.com/talks/stefano_mancuso_the_roots_of_plant_intelligence",1075196
322,"Melinda Gates makes a provocative case: What can nonprofits learn from mega-corporations like Coca-Cola, whose global network of marketers and distributors ensures that every remote village wants -- and can get -- an ice-cold Coke? Maybe this model could work for distributing health care, vaccinations, sanitation, even condoms ...",988,TEDxChange,31,Melinda Gates,Melinda Gates: What nonprofits can learn from Coca-Cola,1,1286873040,Philanthropist,"['TEDx', 'business', 'global development', 'global issues', 'philanthropy', 'sanitation']",What nonprofits can learn from Coca-Cola,"https://www.ted.com/talks/melinda_french_gates_what_nonprofits_can_learn_from_coca_cola",1189754
77,"""Haiti was not a natural disaster,"" says TED Fellow Peter Haas: ""It was a disaster of engineering."" As the country rebuilds after January's deadly quake, are bad old building practices creating another ticking time bomb? Haas's group, AIDG, is helping Haiti's builders learn modern building and engineering practices, to assemble a strong country brick by brick.",510,TED Senior Fellows at TEDGlobal 2010,27,Peter Haas,Peter Haas: Haiti's disaster of engineering,1,1286960340,Building activist,"['TED Fellows', 'architecture', 'business', 'disaster relief', 'global issues', 'natural disaster', 'technology']",Haiti's disaster of engineering,"https://www.ted.com/talks/peter_haas_haiti_s_disaster_of_engineering",317127
69,"Natalie Jeremijenko's unusual lab puts art to work, and addresses environmental woes by combining engineering know-how with public art and a team of volunteers. These real-life experiments include: Walking tadpoles, texting ""fish,"" planting fire-hydrant gardens and more.",1190,Business Innovation Factory,23,Natalie Jeremijenko,Natalie Jeremijenko: The art of the eco-mindshift,1,1287047700,Artist and engineer,"['art', 'collaboration', 'design', 'engineering', 'environment', 'performance art', 'technology']",The art of the eco-mindshift,"https://www.ted.com/talks/natalie_jeremijenko_the_art_of_the_eco_mindshift",414028
148,"On the web, a new ""Friend"" may be just a click away, but true connection is harder to find and express. Ze Frank presents a medley of zany Internet toys that require deep participation -- and reward it with something more nourishing. You're invited, if you promise you'll share.",1080,TEDGlobal 2010,30,Ze Frank,Ze Frank: My web playroom,1,1287132780,"Humorist, web artist","['Internet', 'comedy', 'gaming', 'humanity', 'humor', 'music', 'play', 'technology', 'web']",My web playroom,"https://www.ted.com/talks/ze_frank_s_web_playroom",1876053
